Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
Dummy	4.613286	4.613286	4.613286
