4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	0.000000	0.000000	-0.000000	0.000000
4.613286	4.613286	4.613286	7.990445	-0.000000	0.000000	-0.000000	0.000000
